OTU NNgenome identity
embed25278 caw 97.9
embed12322 jep 99.3
embed14690 caw 97.1
embed21244 caw 97.9
embed11390 caw 97.9
embed23048 caw 97.9
embed2923 pfz 99.3
embed24100 carc 97.9
embed13426 caw 97.9
embed9117 caw 97.1
embed759 caw 97.9
embed3923 caw 97.1
embed13427 caw 97.1
embed26572 caw 97.9
embed13428 caw 97.9
embed9393 caw 97.9
embed17795 caw 97.9
embed4788 pfz 99.3
embed14347 caw 97.9
embed2205 caw 97.9
embed303 caw 98.6
embed5133 caw 97.9
embed19029 caw 97.9
embed11855 caw 97.9
embed20466 caw 97.9
embed14028 caw 97.9
embed2665 caw 97.9
embed7873 caw 97.9
embed4032 pfz 99.3
embed7590 caw 97.9
embed7368 caw 97.9
embed5871 caw 97.9
embed19715 caw 97.9
embed6440 caw 97.9
embed10957 caw 97.9
embed1064 caw 97.9
embed7874 caw 97.9
embed10603 caw 97.9
embed10958 caw 97.9
embed2387 pfz 99.3
embed11391 caw 97.9
embed1806 caw 97.9
embed23049 caw 97.1
embed23050 caw 97.9
embed7591 caw 97.9
embed3472 caw 97.9
embed16790 caw 97.9
embed2478 caw 97.9
embed14348 carc 97.9
embed25279 caw 97.9
embed23263 pfz 99.3
embed3956 ecas 97.1
embed18400 caw 97.9
embed13709 caw 97.9
embed25280 caw 97.9
embed20467 caw 97.9
embed26573 caw 97.9
embed2804 caw 97.9
embed16791 caw 97.9
embed8892 caw 97.9
embed26574 caw 97.9
embed14762 pfz 99.3
embed10089 caw 97.9
embed15435 caw 97.9
embed5971 caw 97.9
embed21245 caw 97.9
embed19030 caw 97.9
embed14029 caw 97.9
embed13710 caw 97.9
embed17277 caw 97.9
embed5349 caw 97.9
embed26575 carc 100
embed1953 pfz 99.3
embed18401 caw 99.3
embed3455 caw 100
embed14691 caw 99.3
embed26576 ecas 99.3
embed18402 ecas 99.3
embed23051 ecas 99.3
embed20468 ecas 99.3
embed21246 ecas 99.3
embed26577 ecas 99.3
embed20469 ecas 99.3
embed14087 pfz 99.3
embed25281 ecas 98.6
embed3181 ecas 99.3
embed24101 caw 97.1
embed26578 ecas 99.3
embed1644 edu 98.6
embed22113 ecas 99.3
embed114 ecas 100
embed22114 ecas 99.3
embed12576 ecas 99.3
embed19716 ecas 99.3
embed4458 pfz 99.3
embed19717 ecas 99.3
embed10436 ecas 99.3
embed19031 ecas 99.3
embed17796 ecas 99.3
embed15436 ecas 99.3
embed2413 caw 97.9
embed12323 edu 98.6
embed21247 ecas 99.3
embed19718 ecas 99.3
embed15055 ecas 99.3
embed4341 pfz 99.3
embed23052 ecas 99.3
embed16792 ecas 99.3
embed19032 ecas 99.3
embed24102 ecas 99.3
embed15848 ecas 99.3
embed13429 jep 97.9
embed1155 lsa 100
embed11392 lpx 99.3
embed17278 lbr 99.3
embed15849 ecas 99.3
embed5358 pfz 99.3
embed13113 ecas 99.3
embed19719 ecas 99.3
embed17797 ecas 99.3
embed24103 ecas 99.3
embed21248 ecas 99.3
embed5915 lpar 100
embed25282 lpb 99.3
embed6994 lpb 99.3
embed3852 lpb 99.3
embed25283 lpb 99.3
embed2179 pfz 99.3
embed755 lpb 100
embed22115 lpb 99.3
embed24104 lpb 99.3
embed9008 lbr 98.6
embed9009 lpx 100
embed18403 lpb 99.3
embed20470 lpb 99.3
embed18404 lpb 99.3
embed24105 lko 99.3
embed20471 lbt 99.3
embed23264 pfz 99.3
embed26579 lbr 99.3
embed20472 lko 100
embed2316 lbr 100
embed8145 lbh 100
embed25284 lac 99.3
embed17798 caw 97.9
embed21249 caw 98.6
embed16303 ecas 99.3
embed17799 lac 99.3
embed6811 caw 97.9
embed4459 pfz 99.3
embed15850 ecas 99.3
embed20473 lac 99.3
embed17378 pfz 99.3
embed26585 thl 99.3
embed15851 lga 99.3
embed25288 lga 99.3
embed1297 lga 100
embed15056 lga 99.3
embed2311 pfz 99.3
embed12841 lga 99.3
embed21250 lga 99.3
embed7592 lga 97.1
embed19720 lac 99.3
embed12842 bbe 100
embed16304 bbe 100
embed5916 vte 97.1
embed14763 pfz 99.3
embed5510 asan 97.1
embed25291 ecas 99.3
embed25292 auh 97.9
embed9801 kur 100
embed21251 rst 100
embed14349 lac 99.3
embed17379 pfz 99.3
embed12577 caw 97.9
embed21252 ecas 99.3
embed23055 lrm 97.1
embed3215 lrm 100
embed19034 lrm 98.6
embed22116 lsi 98.6
embed3106 lsi 100
embed2584 pfz 99.3
embed1645 aui 100
embed23056 aui 99.3
embed9249 asan 98.6
embed22117 aun 100
embed11619 acg 100
embed24108 lac 99.3
embed4754 pfz 99.3
embed13430 lac 99.3
embed13711 ecas 99.3
embed19036 lac 99.3
embed24109 ecas 99.3
embed24110 lac 99.3
embed4311 pfz 99.3
embed23057 lac 99.3
embed3713 pfz 99.3
embed9939 vpr 99.3
embed20476 vpr 99.3
embed3259 pfz 99.3
embed15853 esr 98.6
embed16305 vpr 99.3
embed26590 vpr 99.3
embed19722 lac 99.3
embed7231 pfz 99.3
embed25294 esr 98.6
embed25295 lac 99.3
embed8469 pfz 99.3
embed2678 saa 99.3
embed5637 saa 99.3
embed25537 pfz 99.3
embed1488 saa 99.3
embed14030 esr 98.6
embed14695 vpr 99.3
embed10799 pfz 99.3
embed17803 lac 99.3
embed13713 caw 97.9
embed23062 ecas 99.3
embed26592 saa 99.3
embed3495 pfz 99.3
embed10996 pfz 99.3
embed14088 pfz 99.3
embed3175 pfz 99.3
embed2352 prh 100
embed5872 fro 100
embed13432 fro 98.6
embed17908 prh 99.3
embed1627 euc 100
embed3199 pfz 99.3
embed5434 pfz 99.3
embed8918 pfz 99.3
embed3306 pfz 99.3
embed5303 pfz 99.3
embed12325 tur 99.3
embed429 tur 99.3
embed6565 pfz 99.3
embed182 tur 100
embed5520 pfz 99.3
embed5521 pfz 99.3
embed5435 pfz 99.3
embed1807 pfz 99.3
embed1105 pfz 99.3
embed146 pfz 100
embed17805 tur 99.3
embed1335 saa 99.3
embed14413 pfz 99.3
embed802 pfz 99.3
embed14089 pfz 99.3
embed4060 pfz 99.3
embed14698 cpe 99.3
embed1501 cpe 100
embed10997 pfz 99.3
embed9139 pfz 99.3
embed5703 pfz 99.3
embed1673 pfz 99.3
embed16802 ibu 97.1
embed6762 pfz 99.3
embed13480 pfz 99.3
embed23265 pfz 99.3
embed2462 pfz 99.3
embed16396 pfz 99.3
embed8919 pfz 99.3
embed10462 pfz 99.3
embed4460 pfz 99.3
embed14700 eol 99.3
embed2744 pfz 99.3
embed8560 pfz 99.3
embed1325 sele 100
embed13481 pfz 99.3
embed21270 ckn 100
embed8550 cki 100
embed5488 pfz 99.3
embed1795 pfz 99.3
embed7301 pfz 99.3
embed17909 pfz 99.3
embed2100 pfz 99.3
embed24331 pfz 98.6
embed2480 pfz 99.3
embed5019 pfz 99.3
embed23266 pfz 99.3
embed18538 pfz 99.3
embed1709 pfz 99.3
embed3194 ssg 100
embed10609 ssg 97.9
embed7614 pfz 99.3
embed1842 pch 97.9
embed23267 pch 98.6
embed18539 pfz 99.3
embed3091 pfz 99.3
embed16906 pfz 99.3
embed24136 cbv 100
embed9029 pfz 99.3
embed6934 pfz 99.3
embed6021 pfz 99.3
embed1876 pfz 99.3
embed15060 lac 99.3
embed8895 ecas 99.3
embed1786 lrm 99.3
embed8920 pfz 99.3
embed2239 pfz 99.3
embed3910 pfz 99.3
embed15446 saa 99.3
embed14702 esr 98.6
embed2778 saa 99.3
embed4513 pfz 99.3
embed12101 esr 98.6
embed14040 esr 99.3
embed2473 pfz 99.3
embed22143 lac 99.3
embed22144 ecas 99.3
embed10119 pfz 99.3
embed6371 saa 99.3
embed15061 smb 99.3
embed23081 ssah 99.3
embed10610 saa 99.3
embed2585 pfz 99.3
embed3024 pfz 99.3
embed25538 pfz 99.3
embed6878 pfb 99.3
embed3961 pfz 99.3
embed13122 rmu 98.6
embed5556 rmu 98.6
embed12850 rmu 99.3
embed26624 bprl 99.3
embed25327 cke 99.3
embed2055 pfz 99.3
embed17295 bad 99.3
embed5391 nmd 97.1
embed12103 cbq 99.3
embed24144 cuv 99.3
embed8897 cax 97.1
embed19046 cax 97.1
embed7777 saa 99.3
embed23268 pfz 99.3
embed9013 eel 98.6
embed11625 eel 99.3
embed24145 fma 99.3
embed15064 rix 99.3
embed23084 rho 99.3
embed2883 era 99.3
embed3972 pfz 99.3
embed7146 era 98.6
embed22145 rto 98.6
embed10780 era 99.3
embed5694 era 99.3
embed18540 pfz 99.3
embed11626 fhw 97.1
embed4813 pfz 99.3
embed1479 pfz 99.3
embed24150 eel 98.6
embed25328 eel 99.3
embed22300 pfz 99.3
embed5431 eel 98.6
embed6207 eel 99.3
embed17296 eel 98.6
embed24152 eel 99.3
embed1895 pfz 99.3
embed11210 pfz 99.3
embed20613 pfz 99.3
embed10998 pfz 99.3
embed11211 pfz 99.3
embed3890 eel 98.6
embed4956 eel 99.3
embed4397 pfz 99.3
embed8672 eel 98.6
embed9537 eel 99.3
embed5880 pfz 99.3
embed5224 eel 98.6
embed5918 eel 99.3
embed7971 pfz 99.3
embed26629 eel 98.6
embed2025 pfz 99.3
embed21424 pfz 99.3
embed2312 pfz 99.3
embed22301 pfz 99.3
embed22150 eel 98.6
embed17824 eel 99.3
embed6872 eel 98.6
embed7962 eel 99.3
embed26631 eel 98.6
embed26632 eel 98.6
embed4128 pfz 99.3
embed12588 eel 98.6
embed24158 eel 98.6
embed24159 eel 98.6
embed21278 eel 99.3
embed26633 eel 98.6
embed7778 eel 98.6
embed10445 eel 97.9
embed43 eel 99.3
embed20502 eel 98.6
embed20503 eel 98.6
embed5760 pfz 99.3
embed9667 eel 99.3
embed15067 eel 98.6
embed53 eel 100
embed24160 eel 99.3
embed368 eel 99.3
embed917 eel 100
embed20504 eel 98.6
embed20505 eel 98.6
embed24161 eel 98.6
embed10096 eel 98.6
embed21425 pfz 99.3
embed7779 eel 99.3
embed12589 eel 98.6
embed4052 eel 99.3
embed11400 eel 100
embed14705 eel 98.6
embed23088 eel 99.3
embed19050 eel 98.6
embed13720 eel 98.6
embed15875 eel 99.3
embed20506 eel 98.6
embed19853 pfz 99.3
embed25338 eel 98.6
embed23089 eel 98.6
embed19051 eel 98.6
embed9668 eel 99.3
embed19739 eel 98.6
embed26634 eel 98.6
embed24162 eel 99.3
embed20507 eel 98.6
embed19740 eel 99.3
embed12372 pfz 99.3
embed17297 eel 98.6
embed19052 eel 99.3
embed12332 eel 99.3
embed16397 pfz 99.3
embed7077 eel 98.6
embed6682 eel 99.3
embed21279 eel 98.6
embed3031 pfz 99.3
embed24164 eel 99.3
embed20508 eel 98.6
embed3390 pfz 99.3
embed3108 pfz 99.3
embed5048 pfz 99.3
embed9416 pfz 99.3
embed1533 pfz 99.3
embed17298 eel 98.6
embed18432 eel 99.3
embed25343 eel 98.6
embed25344 eel 99.3
embed11630 eel 98.6
embed11631 eel 99.3
embed24332 pfz 99.3
embed14706 eel 98.6
embed20511 eel 99.3
embed4897 pfz 99.3
embed25347 eel 99.3
embed15458 fma 99.3
embed19743 fma 99.3
embed1600 pfz 99.3
embed6442 eel 98.6
embed6995 eel 99.3
embed18433 fma 99.3
embed26641 fma 99.3
embed18434 fma 99.3
embed22155 fma 99.3
embed21426 pfz 99.3
embed21282 fma 99.3
embed12852 fma 99.3
embed17826 fma 99.3
embed24168 fma 99.3
embed16814 fma 99.3
embed22156 fma 99.3
embed19744 fma 99.3
embed17299 fma 99.3
embed14363 fma 99.3
embed14707 fma 99.3
embed14414 pfz 99.3
embed12591 fma 99.3
embed24169 fma 99.3
embed24170 fma 99.3
embed22157 fma 99.3
embed22158 fma 99.3
embed14041 fma 99.3
embed11860 fma 99.3
embed13724 fma 99.3
embed22159 fma 99.3
embed20512 fma 99.3
embed1687 pfz 99.3
embed23094 fma 99.3
embed12592 fma 99.3
embed13442 fma 99.3
embed125 fma 100
embed3957 fma 99.3
embed12593 fma 99.3
embed16815 fma 99.3
embed25349 fma 99.3
embed7078 fma 99.3
embed19745 fma 99.3
embed5278 pfz 99.3
embed5044 fma 99.3
embed14364 fma 99.3
embed21283 fma 99.3
embed16816 fma 99.3
embed7598 fma 99.3
embed23095 fma 99.3
embed6555 fma 99.3
embed23096 fma 98.6
embed13131 fma 99.3
embed13132 fma 99.3
embed19160 pfz 99.3
embed9953 fma 99.3
embed5696 fma 99.3
embed16817 fma 99.3
embed19746 fma 99.3
embed9954 fma 99.3
embed19056 fma 99.3
embed10615 fma 99.3
embed23097 fma 99.3
embed14365 fma 99.3
embed12594 fma 99.3
embed25539 pfz 99.3
embed26642 fma 99.3
embed17827 fma 99.3
embed10097 fma 99.3
embed26643 fma 99.3
embed9401 fma 99.3
embed23098 fma 99.3
embed17828 fma 99.3
embed16818 fma 99.3
embed15070 fma 99.3
embed14042 fma 99.3
embed1738 pfz 99.3
embed13725 fma 99.3
embed6443 fma 99.3
embed14366 fma 99.3
embed18435 fma 99.3
embed19057 fma 99.3
embed14708 fma 99.3
embed22160 fma 99.3
embed9121 fma 99.3
embed25350 fma 99.3
embed26644 fma 99.3
embed5395 pfz 99.3
embed10964 fma 99.3
embed11861 fma 99.3
embed19058 fma 99.3
embed19059 fma 99.3
embed24171 fma 99.3
embed12853 fma 99.3
embed11402 fma 99.3
embed25540 pfv 99.3
embed14367 fma 99.3
embed15071 fma 99.3
embed25351 fma 99.3
embed11632 fma 99.3
embed19747 eel 98.6
embed6492 eel 98.6
embed6996 eel 99.3
embed14090 pfb 99.3
embed20513 fma 99.3
embed24172 rix 99.3
embed2441 era 99.3
embed11403 era 98.6
embed19161 pfb 99.3
embed2083 eel 98.6
embed2404 eel 99.3
embed10098 eel 98.6
embed22162 eel 99.3
embed21427 pfv 99.3
embed8786 rmu 98.6
embed7445 fma 99.3
embed13185 pfb 99.3
embed19854 pfb 99.3
embed24333 pfv 99.3
embed20614 pfv 99.3
embed10446 fma 99.3
embed9258 pmic 97.1
embed950 pmic 97.9
embed2246 pmic 97.1
embed1552 pmic 100
embed21284 pmic 99.3
embed5299 era 99.3
embed12595 era 99.3
embed7513 era 99.3
embed24175 era 99.3
embed15076 rix 99.3
embed2608 era 99.3
embed9015 era 98.6
embed11633 era 99.3
embed6617 era 99.3
embed23270 pfl 98.6
embed23102 era 98.6
embed4691 era 99.3
embed18437 era 98.6
embed17829 era 99.3
embed11183 rix 99.3
embed3249 era 99.3
embed16326 era 98.6
embed3550 ppw 100
embed20514 era 99.3
embed11184 era 99.3
embed3832 era 99.3
embed13444 era 98.6
embed4053 era 99.3
embed24335 pfv 99.3
embed21287 era 98.6
embed24178 era 99.3
embed7514 era 99.3
embed4507 era 99.3
embed14711 era 98.6
embed6064 era 99.3
embed24179 era 98.6
embed25354 era 99.3
embed7221 era 99.3
embed12891 pfv 99.3
embed26650 era 98.6
embed19751 era 99.3
embed9538 era 99.3
embed3545 rix 99.3
embed8064 rho 99.3
embed497 era 99.3
embed1863 era 98.6
embed12335 rto 98.6
embed13760 pfv 99.3
embed11212 pfv 99.3
embed2871 rix 99.3
embed4054 era 99.3
embed10965 era 98.6
embed26651 rto 98.6
embed14368 rix 99.3
embed4335 era 99.3
embed22167 era 98.6
embed902 pfv 100
embed15078 era 99.3
embed26654 era 99.3
embed9016 era 99.3
embed23104 rto 98.6
embed8675 era 99.3
embed8898 era 99.3
embed23105 era 99.3
embed5559 era 99.3
embed9017 era 99.3
embed16398 pfv 99.3
embed5642 era 99.3
embed17303 rix 99.3
embed4592 era 99.3
embed15878 era 98.6
embed15460 era 99.3
embed7599 era 99.3
embed12373 pfl 98.6
embed5704 pfl 100
embed15138 pfv 99.3
embed23271 pfv 99.3
embed7886 pfl 98.6
embed1996 era 99.3
embed6618 era 98.6
embed22168 rho 99.3
embed15462 rix 99.3
embed9140 pmon 99.3
embed9955 rix 99.3
embed25357 rix 99.3
embed16825 rix 99.3
embed23108 rho 99.3
embed24183 rix 99.3
embed26659 rix 99.3
embed18441 rix 99.3
embed10782 era 98.6
embed23109 rix 99.3
embed21291 rix 99.3
embed19162 pfl 98.6
embed25358 rix 99.3
embed13135 rix 99.3
embed15463 rix 99.3
embed8552 rix 99.3
embed82 rix 100
embed19754 rix 99.3
embed17304 rix 99.3
embed7600 rix 99.3
embed14370 rix 99.3
embed16327 rix 99.3
embed20615 pfv 99.3
embed15081 rix 99.3
embed21292 rix 99.3
embed26660 rix 99.3
embed5225 rix 99.3
embed15464 rix 99.3
embed4188 rix 99.3
embed18442 rix 99.3
embed21293 rix 99.3
embed24184 rix 99.3
embed10616 rho 99.3
embed22302 pfv 99.3
embed16328 rho 99.3
embed81 rho 100
embed22169 rho 99.3
embed17305 rho 99.3
embed11635 rix 99.3
embed15465 rix 99.3
embed20517 rix 99.3
embed15880 rix 99.3
embed15881 rix 99.3
embed26661 rho 99.3
embed6022 pfe 100
embed26662 rix 99.3
embed18443 rix 99.3
embed23110 rix 99.3
embed10262 rix 99.3
embed9539 rho 99.3
embed26663 rix 99.3
embed3527 era 99.3
embed15082 era 98.6
embed4508 era 99.3
embed14715 era 98.6
embed4805 era 99.3
embed11636 era 98.6
embed19064 era 99.3
embed1523 era 99.3
embed4336 era 98.6
embed10783 era 99.3
embed3044 era 99.3
embed11862 era 98.6
embed12336 era 99.3
embed10447 era 99.3
embed2626 era 99.3
embed11637 era 98.6
embed20519 era 99.3
embed7699 era 99.3
embed17910 pfv 99.3
embed2293 era 99.3
embed8787 era 98.6
embed15466 era 99.3
embed4846 era 99.3
embed17831 era 98.6
embed9122 era 99.3
embed2519 era 99.3
embed14371 era 98.6
embed11638 era 99.3
embed5919 era 99.3
embed18541 pfv 99.3
embed22170 era 99.3
embed6556 era 99.3
embed5226 era 99.3
embed2714 era 99.3
embed13728 era 98.6
embed18444 era 99.3
embed22171 era 99.3
embed11639 era 99.3
embed15882 era 98.6
embed13446 era 99.3
embed20616 pfv 99.3
embed3134 era 99.3
embed15083 era 98.6
embed14044 era 99.3
embed2922 era 99.3
embed13447 era 98.6
embed5135 era 99.3
embed19065 era 98.6
embed4029 era 99.3
embed14372 era 98.6
embed25541 pfv 99.3
embed2559 era 99.3
embed12337 era 98.6
embed8788 era 99.3
embed3731 era 99.3
embed18445 era 98.6
embed22172 era 99.3
embed3939 era 99.3
embed16826 era 98.6
embed15883 era 99.3
embed8359 era 99.3
embed14091 pfb 99.3
embed10263 era 99.3
embed4891 era 99.3
embed16329 era 98.6
embed8256 era 99.3
embed22173 era 98.6
embed20520 era 99.3
embed2455 era 99.3
embed12107 era 98.6
embed6444 era 99.3
embed25359 era 98.6
embed22303 pfb 99.3
embed14716 era 99.3
embed4806 era 99.3
embed20521 era 98.6
embed15467 era 99.3
embed3766 era 99.3
embed18446 era 98.6
embed3563 era 99.3
embed3513 era 99.3
embed19066 era 98.6
embed12108 era 99.3
embed19163 pfb 99.3
embed10784 era 99.3
embed7700 era 99.3
embed2549 era 99.3
embed10617 era 98.6
embed26665 era 98.6
embed2118 era 99.3
embed8789 era 98.6
embed8553 era 99.3
embed17306 era 98.6
embed8676 era 98.6
embed12374 pfb 99.3
embed9540 era 99.3
embed4151 era 99.3
embed15884 era 98.6
embed9805 era 99.3
embed7780 era 99.3
embed25360 era 98.6
embed8677 era 99.3
embed8152 era 99.3
embed1793 era 99.3
embed6685 era 98.6
embed13186 pfb 99.3
embed930 era 99.3
embed2667 era 98.6
embed11 era 100
embed35 era 99.3
embed19067 era 99.3
embed11640 era 99.3
embed7701 era 99.3
embed7449 era 99.3
embed23111 era 98.6
embed4593 era 99.3
embed19164 pfb 99.3
embed18447 era 98.6
embed2061 era 99.3
embed12338 era 98.6
embed19068 era 98.6
embed3239 era 99.3
embed17307 era 98.6
embed4847 era 99.3
embed17832 era 99.3
embed4671 era 99.3
embed17833 era 98.6
embed16907 pfb 99.3
embed13448 era 99.3
embed7147 era 99.3
embed1732 era 99.3
embed7374 era 98.6
embed11863 era 99.3
embed12109 era 99.3
embed2560 era 99.3
embed11864 era 98.6
embed641 era 99.3
embed2456 era 98.6
embed25542 pfb 99.3
embed12596 era 99.3
embed23112 era 99.3
embed2283 era 99.3
embed6751 era 98.6
embed17308 era 99.3
embed4565 era 99.3
embed21294 era 98.6
embed15468 era 99.3
embed17309 era 99.3
embed1992 era 99.3
embed10999 pfb 99.3
embed9403 era 98.6
embed24185 era 99.3
embed1775 era 99.3
embed7781 era 98.6
embed6144 era 99.3
embed2681 era 99.3
embed9806 era 98.6
embed12856 era 99.3
embed6374 era 99.3
embed2644 era 99.3
embed19165 pfb 99.3
embed12339 era 98.6
embed16827 era 99.3
embed6997 era 99.3
embed12597 era 99.3
embed5181 era 99.3
embed11185 era 98.6
embed3958 era 99.3
embed17310 era 98.6
embed14717 era 99.3
embed1593 era 99.3
embed10800 pfb 99.3
embed10618 era 98.6
embed587 era 97.1
embed10785 era 99.3
embed1161 era 99.3
embed4632 era 98.6
embed2645 era 99.3
embed17311 era 98.6
embed9541 era 99.3
embed19069 era 99.3
embed2520 era 99.3
embed10641 pfb 99.3
embed11641 era 98.6
embed2872 era 99.3
embed9956 era 98.6
embed13136 era 99.3
embed2219 era 99.3
embed8065 era 98.6
embed11642 era 99.3
embed23113 era 99.3
embed5106 era 99.3
embed6104 era 99.3
embed9030 pkr 99.3
embed9807 era 99.3
embed1984 era 99.3
embed9957 era 98.6
embed3783 era 99.3
embed24186 era 98.6
embed5227 era 99.3
embed24187 era 98.6
embed2048 era 99.3
embed8900 era 98.6
embed1370 era 99.3
embed4514 pses 100
embed6375 era 98.6
embed5643 era 99.3
embed10967 era 98.6
embed7295 era 99.3
embed2530 era 99.3
embed12110 era 98.6
embed15469 era 99.3
embed1841 era 99.3
embed7702 era 98.6
embed15470 era 99.3
embed25543 pses 99.3
embed15084 era 99.3
embed2211 era 99.3
embed7963 era 98.6
embed12111 era 99.3
embed15885 era 99.3
embed4084 era 99.3
embed19756 era 98.6
embed9018 era 99.3
embed2414 era 99.3
embed10448 era 98.6
embed1136 pfz 99.3
embed5560 era 99.3
embed14373 era 98.6
embed23114 era 99.3
embed2084 era 99.3
embed8257 era 98.6
embed17312 era 98.6
embed7601 era 99.3
embed17313 era 99.3
embed3171 era 99.3
embed13137 era 98.6
embed1489 pkr 100
embed1717 era 99.3
embed8460 era 98.6
embed12340 era 99.3
embed25361 rix 99.3
embed2318 era 99.3
embed12857 era 98.6
embed15471 era 99.3
embed14092 pfb 99.3
embed21295 rix 99.3
embed1906 era 99.3
embed10968 era 98.6
embed18542 pfb 99.3
embed15886 rto 98.6
embed9670 rto 98.6
embed15473 rto 99.3
embed2718 pbc 100
embed21297 rto 98.6
embed15474 rto 98.6
embed12859 rto 98.6
embed9671 rto 98.6
embed7878 rto 98.6
embed54 rto 99.3
embed11643 rto 98.6
embed25362 rto 98.6
embed213 rto 100
embed24188 rto 98.6
embed13187 pfb 99.3
embed11644 rto 98.6
embed24189 rto 98.6
embed15086 rto 98.6
embed10619 rto 99.3
embed22304 pfb 99.3
embed16908 pfb 99.3
embed18543 pfb 99.3
embed12892 pfb 99.3
embed15139 pfb 99.3
embed25544 pfb 99.3
embed16399 pfb 99.3
embed23273 pfb 99.3
embed10120 pfb 99.3
embed10642 pfb 99.3
embed11431 pfb 99.3
embed717 pfb 100
embed24336 pfb 99.3
embed11000 pfb 99.3
embed11406 rix 99.3
embed13761 pfb 99.3
embed6625 pfb 99.3
embed21428 pfb 99.3
embed13729 rix 99.3
embed11868 rho 99.3
embed2163 era 99.3
embed7516 era 98.6
embed4055 rto 98.6
embed22182 rto 99.3
embed11001 pfb 99.3
embed6752 era 99.3
embed24197 era 98.6
embed11898 pfb 99.3
embed15890 rix 99.3
embed1609 era 99.3
embed7149 era 98.6
embed19166 pfb 99.3
embed10279 pfb 99.3
embed24337 pfb 99.3
embed18544 pfb 99.3
embed10801 pfb 99.3
embed11002 pfb 99.3
embed11672 pfb 99.3
embed13482 pfb 99.3
embed11899 pfb 99.3
embed25545 pfb 99.3
embed11900 pfb 99.3
embed18545 pfb 99.3
embed16839 era 99.3
embed13452 era 99.3
embed5136 era 99.3
embed23137 era 98.6
embed24338 pfb 99.3
embed11408 rix 99.3
embed1371 era 99.3
embed6066 era 98.6
embed25373 rix 99.3
embed8921 pfb 99.3
embed4692 era 99.3
embed16336 era 98.6
embed25374 rix 99.3
embed1980 era 99.3
embed9673 era 98.6
embed11673 pfb 99.3
embed18465 era 99.3
embed5974 era 99.3
embed3147 era 99.3
embed17321 era 98.6
embed9019 rix 99.3
embed18546 pfb 99.3
embed3767 era 99.3
embed8790 era 98.6
embed17322 rto 98.6
embed11432 pfb 99.3
embed15482 era 99.3
embed16841 era 99.3
embed12113 era 99.3
embed8258 era 99.3
embed13453 rix 99.3
embed5182 era 99.3
embed9674 era 98.6
embed11674 pfb 99.3
embed8259 era 99.3
embed26691 rix 99.3
embed3030 era 99.3
embed13734 era 98.6
embed15534 pfb 99.3
embed16842 era 99.3
embed11871 era 99.3
embed4509 era 99.3
embed23139 era 98.6
embed6067 era 99.3
embed22305 pfb 99.3
embed24212 era 98.6
embed15892 rix 99.3
embed3148 era 99.3
embed15483 era 98.6
embed16843 rix 99.3
embed3473 era 99.3
embed16909 pfb 99.3
embed8463 era 98.6
embed19770 rto 98.6
embed7079 era 99.3
embed16845 rix 99.3
embed1794 era 99.3
embed16910 pfb 99.3
embed7784 era 98.6
embed16400 pfb 99.3
embed7602 rix 99.3
embed1193 era 99.3
embed3582 era 98.6
embed15893 rto 98.6
embed19771 era 98.6
embed20617 pfb 99.3
embed24214 ckp 99.3
embed26693 cax 97.1
embed21319 rix 99.3
embed15948 pfv 99.3
embed3960 era 99.3
embed12601 era 98.6
embed10621 rix 99.3
embed2364 era 99.3
embed10463 pfb 99.3
embed4919 era 98.6
embed19772 rto 98.6
embed17911 pfv 99.3
embed21322 fhw 97.1
embed26695 fhw 97.1
embed12344 fhw 97.1
embed3231 fhw 97.1
embed17324 fhw 97.9
embed10121 pfb 99.3
embed16337 fhw 97.1
embed19080 fhw 97.1
embed19081 fhw 97.1
embed1574 fhw 99.3
embed24215 fhw 97.1
embed18466 fhw 97.1
embed25379 fhw 97.1
embed15091 fhw 97.1
embed16338 fhw 97.1
embed9404 fhw 97.1
embed15949 pfv 99.3
embed24216 fhw 97.9
embed13455 fhw 99.3
embed19773 fhw 97.1
embed23144 fhw 97.1
embed15092 fhw 97.1
embed22191 fhw 97.1
embed24217 fhw 97.1
embed16849 fhw 97.1
embed20536 fhw 97.1
embed21323 fhw 97.1
embed10643 pfb 99.3
embed24218 fhw 97.1
embed22192 fhw 97.1
embed17842 fhw 97.1
embed17843 fhw 97.9
embed20537 fhw 97.1
embed5920 fhw 98.6
embed11872 fhw 97.1
embed12114 fhw 97.1
embed13147 fhw 97.1
embed468 fhw 97.9
embed23274 pfb 99.3
embed26696 fhw 97.1
embed25380 fhw 97.1
embed12602 fhw 97.1
embed23145 fhw 97.1
embed21324 fhw 97.1
embed13148 fhw 97.1
embed14727 fhw 97.1
embed12345 fhw 98.6
embed3135 fhw 99.3
embed1383 fhw 98.6
embed22306 pfv 99.3
embed807 fhw 100
embed12346 fhw 97.1
embed12864 fhw 97.1
embed12603 fhw 97.1
embed15093 fhw 97.1
embed21325 fhw 97.1
embed19082 fhw 97.1
embed16850 fhw 97.1
embed17325 fhw 97.1
embed15094 fhw 97.1
